seller_key,total_orders_shipped,avg_shipping_delay_days,late_dispatched_orders
1861,12,0,0
1852,3,0,0
1853,5,0,0
1854,1,0,0
1855,5,0,0
1856,15,0,0
1843,12,0,0
1844,2,0,0
1845,2,0,0
1846,1,0,0
1864,2,0,0
1865,2,0,0
1866,1,0,0
1876,7,0,0
1877,7,0,0
1878,1,0,0
1879,16,0,0
1880,6,0,0
1881,5,0,0
1882,1,0,0
1884,1,0,0
1874,2,0,0
1870,3,0,0
1871,2,0,0
1872,1,0,0
1887,2,0,0
1888,3,0,0
1889,2,0,0
1892,2,0,0
1893,2,0,0
1894,32,0,0
1918,13,0,0
1919,1,0,0
1916,13,0,0
1914,5,0,0
1923,4,0,0
1929,2,0,0
1930,1,0,0
1900,6,0,0
1901,1,0,0
1902,1,0,0
1903,6,0,0
1904,2,0,0
1905,3,0,0
1907,10,0,0
1910,4,0,0
1911,4,0,0
1912,2,0,0
1956,2,0,0
1960,1,0,0
1961,8,0,0
1965,1,0,0
1966,1,0,0
1967,2,0,0
1968,1,0,0
1969,4,0,0
1970,3,0,0
1971,11,0,0
1972,2,0,0
1940,2,0,0
1941,1,0,0
1942,6,0,0
1943,1,0,0
1944,3,0,0
1945,10,0,0
1933,2,0,0
1934,1,0,0
1936,6,0,0
1947,8,0,0
1948,4,0,0
1949,8,0,0
1950,1,0,0
1951,4,0,0
1952,4,0,0
1953,2,0,0
1954,1,0,0
1990,2,0,0
1991,1,0,0
1995,1,0,0
1996,7,0,0
2007,1,0,0
2008,4,0,0
2009,2,0,0
2010,1,0,0
2011,2,0,0
2012,8,0,0
2013,4,0,0
2014,1,0,0
2015,3,0,0
1976,1,0,0
1977,16,0,0
1978,3,0,0
1988,5,0,0
1974,2,0,0
1980,10,0,0
1981,3,0,0
1982,4,0,0
1983,1,0,0
1984,3,0,0
1985,12,0,0
1986,9,0,0
2027,3,0,0
2019,6,0,0
2020,3,0,0
2021,1,0,0
2022,7,0,0
2023,6,0,0
2024,1,0,0
1999,19,0,0
2017,4,0,0
2002,2,0,0
2003,1,0,0
2004,8,0,0
2048,1,0,0
2049,1,0,0
2050,1,0,0
2051,4,0,0
2052,2,0,0
2053,3,0,0
2054,1,0,0
2030,2,0,0
2031,5,0,0
2032,1,0,0
2033,4,0,0
2034,2,0,0
2035,1,0,0
2036,5,0,0
2037,2,0,0
2038,2,0,0
2039,1,0,0
2091,1,0,0
2092,3,0,0
2109,1,0,0
2099,5,0,0
2114,1,0,0
2116,1,0,0
2117,4,0,0
2118,1,0,0
2119,4,0,0
2120,2,0,0
2121,11,0,0
2087,5,0,0
2088,1,0,0
2089,11,0,0
2094,6,0,0
2095,1,0,0
2096,3,0,0
2101,10,0,0
2102,5,0,0
2103,1,0,0
2104,10,0,0
2105,6,0,0
2106,8,0,0
2107,1,0,0
2079,4,0,0
2081,1,0,0
2083,10,0,0
2084,44,0,0
2085,1,0,0
2071,7,0,0
2072,12,0,0
2069,5,0,0
2074,2,0,0
2076,1,0,0
2077,1,0,0
2065,3,0,0
2067,2,0,0
2058,10,0,0
2059,1,0,0
2060,48,0,0
2061,2,0,0
2062,5,0,0
2045,2,0,0
2046,3,0,0
2056,1,0,0
2041,6,0,0
2042,2,0,0
2043,13,0,0
2542,11,0,0
2536,1,0,0
2537,6,0,0
2538,1,0,0
2528,17,0,0
2529,9,0,0
2524,12,0,0
2505,1,0,0
2506,1,0,0
2507,1,0,0
2522,16,0,0
2513,1,0,0
2514,1,0,0
2516,5,0,0
2517,16,0,0
2518,1,0,0
2519,4,0,0
2520,1,0,0
2558,7,0,0
2552,1,0,0
2553,2,0,0
2554,1,0,0
2555,9,0,0
2556,2,0,0
2533,3,0,0
2544,12,0,0
2545,1,0,0
2550,1,0,0
2579,3,0,0
2580,3,0,0
2581,65,0,0
2582,61,0,0
2583,2,0,0
2584,7,0,0
2585,1,0,0
2562,1,0,0
2564,2,0,0
2568,1,0,0
2569,11,0,0
2570,2,0,0
2571,1,0,0
2476,10,0,0
2477,2,0,0
2470,1,0,0
2472,4,0,0
2473,11,0,0
2474,1,0,0
2484,55,0,0
2485,2,0,0
2479,10,0,0
2480,1,0,0
2481,27,0,0
2487,3,0,0
2489,1,0,0
2500,5,0,0
2501,17,0,0
2502,7,0,0
2494,1,0,0
2495,1,0,0
2497,3,0,0
2455,6,0,0
2456,6,0,0
2457,13,0,0
2460,3,0,0
2461,10,0,0
2462,27,0,0
2463,1,0,0
2464,2,0,0
2465,2,0,0
2466,1,0,0
2467,2,0,0
2441,7,0,0
2442,8,0,0
2443,7,0,0
2444,1,0,0
2445,1,0,0
2450,1,0,0
2451,4,0,0
2447,14,0,0
2436,1,0,0
2437,1,0,0
2433,1,0,0
2434,1,0,0
2658,1,0,0
2656,4,0,0
2648,9,0,0
2649,3,0,0
2669,1,0,0
2670,3,0,0
2671,1,0,0
2665,4,0,0
2666,4,0,0
2667,7,0,0
2661,3,0,0
2662,1,0,0
2673,2,0,0
2676,1,0,0
2678,2,0,0
2680,1,0,0
2681,2,0,0
2682,1,0,0
2683,1,0,0
2684,10,0,0
2685,1,0,0
2686,3,0,0
2687,14,0,0
2714,2,0,0
2715,1,0,0
2716,8,0,0
2717,1,0,0
2718,3,0,0
2719,1,0,0
2720,1,0,0
2703,19,0,0
2722,1,0,0
2723,1,0,0
2724,12,0,0
2725,22,0,0
2692,1,0,0
2693,5,0,0
2694,2,0,0
2689,7,0,0
2696,16,0,0
2697,5,0,0
2705,2,0,0
2706,1,0,0
2707,1,0,0
2708,2,0,0
2701,14,0,0
2620,14,0,0
2622,1,0,0
2617,3,0,0
2625,9,0,0
2631,1,0,0
2632,3,0,0
2633,3,0,0
2634,8,0,0
2652,16,0,0
2653,1,0,0
2654,1,0,0
2629,1,0,0
2645,8,0,0
2646,1,0,0
2636,9,0,0
2637,4,0,0
2638,2,0,0
2640,1,0,0
2641,1,0,0
2642,13,0,0
2590,2,0,0
2591,1,0,0
2593,3,0,0
2594,16,0,0
2597,14,0,0
2566,1,0,0
2573,12,0,0
2574,17,0,0
2575,1,0,0
2576,12,0,0
2606,2,0,0
2604,1,0,0
2599,6,0,0
2600,2,0,0
2602,4,0,0
2608,1,0,0
2609,1,0,0
2610,1,0,0
2611,1,0,0
2612,1,0,0
2613,22,0,0
2614,6,0,0
2805,8,0,0
2806,2,0,0
2813,1,0,0
2814,1,0,0
2815,2,0,0
2816,23,0,0
2822,1,0,0
2820,1,0,0
2829,3,0,0
2830,3,0,0
2831,3,0,0
2824,3,0,0
2825,10,0,0
2827,4,0,0
2835,11,0,0
2836,2,0,0
2833,9,0,0
2838,1,0,0
2839,9,0,0
2840,1,0,0
2841,3,0,0
2842,1,0,0
2866,4,0,0
2867,2,0,0
2868,33,0,0
2869,7,0,0
2871,8,0,0
2862,8,0,0
2877,3,0,0
2879,1,0,0
2873,1,0,0
2874,1,0,0
2875,6,0,0
2844,2,0,0
2851,1,0,0
2847,8,0,0
2848,1,0,0
2849,2,0,0
2858,2,0,0
2855,3,0,0
2731,5,0,0
2733,14,0,0
2728,10,0,0
2729,12,0,0
2740,3,0,0
2741,3,0,0
2742,2,0,0
2743,1,0,0
2744,7,0,0
2745,7,0,0
2746,1,0,0
2747,25,0,0
2748,14,0,0
2749,35,0,0
2750,7,0,0
2759,1,0,0
2760,2,0,0
2761,3,0,0
2762,7,0,0
2763,1,0,0
2765,3,0,0
2766,1,0,0
2752,3,0,0
2753,2,0,0
2737,3,0,0
2738,3,0,0
2755,4,0,0
2756,4,0,0
2757,2,0,0
2782,8,0,0
2783,1,0,0
2795,18,0,0
2803,57,0,0
2800,2,0,0
2776,15,0,0
2777,8,0,0
2778,13,0,0
2779,1,0,0
2770,4,0,0
2771,2,0,0
2772,4,0,0
2773,1,0,0
2785,1,0,0
2786,24,0,0
2787,1,0,0
2788,7,0,0
2789,1,0,0
2790,1,0,0
2791,4,0,0
2792,1,0,0
2996,1,0,0
2998,3,0,0
2999,7,0,0
3007,2,0,0
3008,1,0,0
3009,1,0,0
3004,3,0,0
3005,6,0,0
3011,21,0,0
3012,5,0,0
3014,10,0,0
3015,1,0,0
3016,2,0,0
3018,9,0,0
3019,1,0,0
3020,2,0,0
3021,2,0,0
3022,7,0,0
3023,1,0,0
3024,57,0,0
2989,2,0,0
2981,5,0,0
2984,5,0,0
2985,2,0,0
2986,31,0,0
2964,4,0,0
2972,19,0,0
2973,1,0,0
2961,18,0,0
2967,12,0,0
2968,2,0,0
2969,2,0,0
2897,5,0,0
2894,5,0,0
2890,9,0,0
2892,4,0,0
2882,1,0,0
2883,2,0,0
2886,4,0,0
2887,23,0,0
2909,11,0,0
2910,1,0,0
2911,2,0,0
2912,1,0,0
2913,2,0,0
2917,2,0,0
2915,9,0,0
2904,11,0,0
2906,1,0,0
2907,1,0,0
2899,1,0,0
2900,5,0,0
2901,3,0,0
2902,1,0,0
2942,1,0,0
2943,2,0,0
2934,2,0,0
2935,1,0,0
2945,6,0,0
2946,1,0,0
2947,2,0,0
2948,87,0,0
2949,15,0,0
2951,2,0,0
2953,28,0,0
2954,10,0,0
2955,1,0,0
2956,10,0,0
2925,15,0,0
2926,1,0,0
2927,8,0,0
2919,5,0,0
2920,3,0,0
2922,4,0,0
2923,2,0,0
2937,1,0,0
2938,1,0,0
2939,1,0,0
2940,9,0,0
2930,4,0,0
2931,3,0,0
2932,8,0,0
3057,1,0,0
3061,1,0,0
3062,1,0,0
3063,8,0,0
3055,3,0,0
3051,3,0,0
3028,1,0,0
3041,1,0,0
3042,5,0,0
3043,1,0,0
3044,5,0,0
3045,2,0,0
3046,4,0,0
3047,115,0,0
3048,4,0,0
3049,1,0,0
3030,1,0,0
3031,1,0,0
3032,9,0,0
3033,5,0,0
3034,32,0,0
3035,7,0,0
3036,13,0,0
3037,1,0,0
3038,2,0,0
3070,3,0,0
3072,1,0,0
3073,1,0,0
3068,3,0,0
3075,9,0,0
3076,1,0,0
3077,4,0,0
3078,1,0,0
3079,2,0,0
3083,2,0,0
3084,11,0,0
3085,9,0,0
3081,7,0,0
3091,1,0,0
3092,18,0,0
3087,4,0,0
3088,18,0,0
3089,10,0,0
3095,20,0,0
